Threshold,Precision,Recall,F1 Score
0.2,0.8316831683168316,0.9882352941176471,0.9032258064516129
0.3,0.8316831683168316,0.9882352941176471,0.9032258064516129
0.4,0.83,0.9764705882352941,0.8972972972972973
0.5,0.8620689655172413,0.8823529411764706,0.872093023255814
0.6,0.9333333333333333,0.6588235294117647,0.7724137931034483
0.7,0.9142857142857143,0.3764705882352941,0.5333333333333333
0.8,0.8571428571428571,0.07058823529411765,0.13043478260869565
